Artist,Album,Song,Date Played,Song ID
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,2024-07-01 4:09,2yPoXCs7BSIUrucMdK5PzV
The Chainsmokers,Don't Let Me Down,Don't Let Me Down,2024-07-01 3:55,1i1fxkWeaMmKEB4T7zqbzK
Imagine Dragons,Night Visions,Radioactive,2024-07-01 3:47,54ipXppHLA8U4yqpOFTUhr
Calvin Harris,18 Months,Feel So Close,2024-07-01 3:44,1gihuPhrLraKYrJMAEONyc
Ellie Goulding,Lights,Lights - Single Version,2024-07-01 3:40,11ozIUBoXAgRTVWelDn4pL
twenty one pilots,Blurryface,Ride,2024-07-01 3:36,2Z8WuEywRWYTKe1NybPQEW
Calvin Harris,My Way,My Way,2024-07-01 3:33,1vvNmPOiUuyCbgWmtc6yfm
Vicetone,Nevada,Nevada,2024-07-01 3:28,02shCNmb6IvgB5jLqKjtkK
OneRepublic,Native,Counting Stars,2024-07-01 3:22,6sy3LkhNFjJWlaeSMNwQ62
Calvin Harris,Funk Wav Bounces Vol.1,Slide (feat. Frank Ocean & Migos),2024-07-01 3:19,6gpcs5eMhJwax4mIfKDYQk
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,2024-07-01 3:15,22mek4IiqubGD9ctzxc69s
Calvin Harris,Motion,Outside (feat. Ellie Goulding),2024-07-01 3:11,7MmG8p0F9N3C4AXdK6o6Eb
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),2024-07-01 3:07,7ef4DlsgrMEH11cDZd32M6
Calvin Harris,This Is What You Came For,This Is What You Came For,2024-07-01 3:00,0azC730Exh71aQlOt9Zj3y
Calvin Harris,Motion,Summer,2024-07-01 2:56,6YUTL4dYpB9xZO5qExPf05
The Kid LAROI,THE FIRST TIME,NIGHTS LIKE THIS,2024-07-01 2:56,1XBYiRV30ykHw5f4wm6qEn
Gunna,DS4EVER,pushin P (feat. Young Thug),2024-07-01 2:53,3XOalgusokruzA5ZBA2Qcb
80purppp,Hex,Hex,2024-07-01 2:48,7D7e6hm2LiNd6nLuJF6K9Q
Drake,Views,Hotline Bling,2024-07-01 2:36,0wwPcA6wtMf6HUMpIRdeP7
Drake,Take Care (Deluxe),Headlines,2024-07-01 2:32,3fpTMuD1u3gJlVI4FadVHs
Flo Rida,Mail on Sunday,Low (feat. T-Pain),2024-07-01 2:24,0CAfXk7DXMnon4gLudAp7J
Rihanna,Talk That Talk,We Found Love,2024-07-01 2:21,1zv3WFUbZ5vPxFq9I2jAU1
21 Savage,Issa Album,Bank Account,2024-07-01 2:18,5eqK0tbzUPo2SoeZsov04s
Pyotr Ilyich Tchaikovsky,Elgar: Cello Concerto / Tchaikovsky: Rococo Variations / Dvořák: Silent Woods; Rondo,Variations on a Rococo Theme Op. 33 TH 57: Var: VI. Andante,2024-06-30 10:54,123zFAGx0F5ScgrLrCWGDX
Gibran Alcocer,Idea 1,Idea 1,2024-06-30 10:50,3kJACFlgn1rg0I0l4XmzLI
Antonio Vivaldi,Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor RV 156 by F. Christl),Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor RV 156 by F. Christl),2024-06-29 23:54,7HB1REjjalFLSXgXlAAwFs
Wolfgang Amadeus Mozart,Mozart: Symphonies Nos. 39 40 & 41 Jupiter,Symphony No. 40 in G Minor K. 550: I. Molto allegro,2024-06-29 23:46,5sKh1XrJIs4LpmGXeaqBbd
Jake Eaw,Fall 2021 Anime Piano Vol.2,Koufukuron,2024-06-29 23:45,0HQ7vNGVlgreXVVud61PWE
Sergei Rachmaninoff,Rachmaninov Variations,Rhapsody on a Theme of Paganini Op. 43: Variation No. 18 Andante cantabile,2024-06-29 23:39,5xcYuTciYwyCDPkOgYBAYz
Eleni Karaindrou,Eternity and a Day,Eternity and a Day: 2. By The Sea,2024-06-29 23:38,595G0No6FI82sWWsbsQEoX
Erik Satie,Gnossienne No. 1,Gnossienne No. 1,2024-06-29 23:33,7sngGkJXISqV4sTpb8iVyK
Jake Eaw,Summer 2021 Anime Piano Vol.2,Reincarnate,2024-06-29 23:31,2s6jWjW2PdcyRxYQAffwUE
Jake Eaw,Spring 2021 Anime Piano Vol. 2,Avid,2024-06-29 23:30,12UAvBM1tiBLmKzjtQA6jT
Gunna,WUNNA,TOP FLOOR (feat. Travis Scott),2024-06-29 2:49,4YhJ3a6kBPGJWX4Ek77sDd
Drake,Thank Me Later,Over,2024-06-29 2:42,1wFFFzJ5EsKbBWZriAcubN
Future,FUTURE,Mask Off,2024-06-29 2:39,0VgkVdmE4gld66l8iyGjgx
Kendrick Lamar,Swimming Pools (Drank),Swimming Pools (Drank),2024-06-29 2:35,6REbwUNlppTfcnV4d4ZoZi
Kanye West,Donda,Praise God,2024-06-28 17:28,0WSEq9Ko4kFPt8yo3ICd6T
Rae Sremmurd,SR3MM,CLOSE (feat. Travis Scott) - From SR3MM,2024-06-28 17:24,1oUudyBYVGMIC8JXeIsFzq
JID,DiCaprio 2,151 Rum,2024-06-28 17:22,22WV03i2lBbwNVCE1g671p
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),2024-06-28 17:19,3K6U7TamNyVSWcFH8pCQHX
Takeoff,The Last Rocket,Casper,2024-06-28 17:10,1B4gJRq61xTs6r1O0Uq2iY
Ludwig van Beethoven,Beethoven: Violinsonaten Nr.259,Violin Sonata No. 9 in A major Op. 47 Kreutzer: I. Adagio sostenuto - Presto,2024-06-28 1:14,5xBcsi2yvgbK3vLhUaVwxT
Camille Saint-Saëns,SAINT-SAENS: Symphony No. 3 / Piano Concerto No. 2,Introduction and Rondo capriccioso in A Minor Op. 28,2024-06-28 0:36,4jpMbRTTjZsoMW2I7D41G7
Gunna,One of Wun,time reveals be careful what you wish for,2024-06-28 0:29,5jgE3dG7dXhkr4HNMa1gey
Gunna,One of Wun,today i did good,2024-06-28 0:26,4iahNCWU4VBX4isqor15s6
Gunna,One of Wun,life’s changing,2024-06-28 0:23,7Aq3pnhSzI8FnHt7T6TPsX
Gunna,One of Wun,let it breathe (feat. Roddy Ricch),2024-06-28 0:20,4vpx4cL7IRedZul0j0bL2c
Gunna,One of Wun,the time,2024-06-28 0:17,2SdSb9Pj6hRmSbHolclgg6
Gunna,One of Wun,conscience,2024-06-28 0:14,55yzNlKoTi4uRWmXBIc98n
Gunna,One of Wun,clear my rain (feat. Leon Bridges),2024-06-28 0:11,1fyV6Vuu095ySJByaTUsKu
Gunna,One of Wun,$$$ (feat. Normani),2024-06-28 0:08,1qmTyz4l8mLlxGqGP2YjCF
Gunna,One of Wun,blackjack,2024-06-28 0:05,7wFNZdZ0PaUTjmWv6cU5jx
Gunna,One of Wun,still prevail,2024-06-28 0:02,5ieqvcZfycFIMJnF84D1Du
Gunna,One of Wun,trio,2024-06-28 0:00,0nlQLaytSQwrY6d5cS2X2i
Gunna,One of Wun,back in the a,2024-06-27 23:57,2TX04DO2zwrmoZKos95IA5
Gunna,One of Wun,on one tonight,2024-06-27 23:55,6EUcP55GlbmsmCzfL2vxtZ
Gunna,One of Wun,treesh,2024-06-27 23:53,50vVMueaWOYOfyQUQKdaFq
Gunna,One of Wun,prada dem (feat. Offset),2024-06-27 23:50,0ZBg0OsGKgZajDgFtryiz7
Gunna,One of Wun,hakuna matata,2024-06-27 23:48,32TTewBmtmhUmYxS1ajqaJ
Gunna,One of Wun,whatsapp (wassam),2024-06-27 23:46,6LAicOLiCrHw0bmaLBDbC8
Gunna,One of Wun,neck on a yacht,2024-06-27 23:43,5zXTskPR6ybGjMoZfJnJ6O
Gunna,One of Wun,collage,2024-06-27 23:38,41TXadM22OIJY04xSW9iuv
Young Thug,PUNK,Bubbly (with Drake & Travis Scott),2024-06-27 23:28,4KDNRh9Oor80z3XIxdWlui
Tems,Born in the Wild,Free Fall (feat. J. Cole),2024-06-27 23:06,1yfKakY4rvI17lk20ekuRA
Young Thug,Slime Season 3,Digits,2024-06-27 22:59,4cg1yakyRSIOjxKM2I7J1q
Playboi Carti,Die Lit,Foreign,2024-06-27 22:53,500l6Cwe40hkPqS7Sf7ufY
Young Thug,So Much Fun,Hot (feat. Gunna),2024-06-27 22:50,5Z8HZM6iQMhhqyPcCGY5g9
Playboi Carti,Die Lit,R.I.P. Fredo (feat. Young Nudy) - Notice Me,2024-06-27 22:44,45Ln3F9PRPYTXBcMFkZMzS
Kanye West,JESUS IS KING,Follow God,2024-06-27 22:42,2QpGZOhTCHHiKmpSO9FW4h
C418,Minecraft - Volume Beta,Dreiton,2024-06-26 22:09,0lEikZP9JffOW4sufCKtQO
C418,Minecraft - Volume Beta,Ward,2024-06-26 21:29,02qaPvngBKTnUrNOx3v7Mq
C418,Minecraft - Volume Beta,Stal,2024-06-26 21:22,3YJtGYHVxcUa6EMSqHtIiW
C418,Minecraft - Volume Beta,Mellohi,2024-06-26 21:20,5OwnEszgDsnWeBRxc4ZQ4l
C418,Minecraft - Volume Beta,Chirp,2024-06-26 19:00,1cjYtL6yMFDLyZYn9bDkGo
C418,Minecraft - Volume Beta,The End,2024-06-26 18:55,3CaUrp1M3f4mDNI2IBbodz
C418,Minecraft - Volume Beta,Floating Trees,2024-06-26 18:17,1mYAxcDROLJxGF6Q3W5mj9
C418,Minecraft - Volume Beta,Warmth,2024-06-26 18:13,1XFTFxXdb4bsdFDDcxXaxE
C418,Minecraft - Volume Beta,Biome Fest,2024-06-26 16:03,6M5zj2rsvr2l4Yl1FP4Lk7
C418,Minecraft - Volume Beta,Flake,2024-06-26 15:53,1FOlGfdJdsq6NppmPNqdmb
C418,Minecraft - Volume Beta,Ki,2024-06-26 15:30,6nCW5Ju2Yo3zCFKNYtNQvA
Johannes Brahms,Brahms: Hungarian Dances Nos. 1-21,21 Hungarian Dances WoO 1 (version for orchestra): Hungarian Dance No. 5 (orch. Schmeling),2024-06-25 4:29,2SvULYdmPes23yZQYeLkXV
Franz Liszt,Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,6 Consolations S. 172: No. 3 in D-flat major (Lento placido),2024-06-25 4:15,1L4NadMj3Jj7YgGaikyhfr
Seattle Symphony Orchestra,Pfitzner: Symphony in C major - Schumann: Koncertstück for Four Horns,Etudes symphoniques (Symphonic Etudes) Op. 13 Adagio and Allegro brillante: Variation 11 [arr. P.I. Tchaikovsky for orchestra],2024-06-25 4:14,4aVQZ6pyDgfxMBVBiJlOtC
Camille Saint-Saëns,Saint-Saëns: Carnival of the Animals: Aquarium,Carnival of the Animals: Aquarium,2024-06-25 4:11,0Ey7pzfnHQG3frp7dSOnLO
Frédéric Chopin,Chopin: Waltzes Etc.,Waltz No. 19 in A minor Op. posth.,2024-06-25 4:09,71MpmxCJ1TW05c7Fvv1SfI
Felix Mendelssohn,MENDELSSOHN: Songs without Words Vol. 2,Lieder ohne Worte (Songs without Words) Book 1 Op. 19b: Lied ohne Worte (Song without Words) No. 6 in G minor Op. 19 No. 6 Venezianisches Gondellied (Venetian Gondola Song),2024-06-25 4:06,
Johannes Brahms,Hungarian Dances / Waltzes Op. 39,16 Waltzes Op. 39: No. 15 in A flat major,2024-06-25 4:05,7ouW02587AzIaGnK0gh8St
Robert Schumann,Schumann: Carnaval Davidsbündlertänze & Papillons,Carnaval Op. 9: No. 12. Chopin,2024-06-25 4:03,5i2SrkKMPRSgKosCNhZG4G
Camille Saint-Saëns,Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,Le Carnaval des Animaux R. 125: 7. Aquarium,2024-06-25 4:01,0W4kuUA1ZoBrJ6ELXRgLE9
Janos Sebestyen,J. S. Bach: Italian Concerto / Chromatic Fantasia And Fugue / 12 Little Preludes,Prelude In D Minor BWV 926 : Prelude In D Minor BWV 926,2024-06-25 4:00,5ZUachQ574VccyTQL2MXRR
Léo Delibes,Delibes: Sylvia (Complete Ballet) / Saint-Saens: Henry Viii,Sylvia: Act III: Divertissement: Variation - Valse,2024-06-25 3:58,4oviAMVnj3noW22hfvgFQS
Johannes Brahms,Hungarian Dances / Waltzes Op. 39,16 Waltzes Op. 39: No. 9 in D minor,2024-06-25 3:55,7E2J0A97uGn3LNyCzvSt5M
Kanisan,Lazy Sunday,Astral Walker,2024-06-25 3:54,4r6FUn1zqEPb8nWuqWxNFt
Carl Philipp Emanuel Bach,AMEB Piano For Leisure Series 1 Grade 4,Solfeggio H. 220,2024-06-25 3:53,5CkH1gAVbkhFCzxOgNtK0v
Jean Sibelius,SIBELIUS: Piano Music Vol. 4,13 Pieces Op. 76: No. 2 Etude,2024-06-25 3:48,4StypY6VnE9BqgqQ0ni1tg
Johannes Brahms,Brahms: Waltzes / Cadenzas / Die Schone Magelone,16 Waltzes Op. 39 (1867 version): No. 3 in G-Sharp Minor,2024-06-25 3:47,1lOVilzLQuYY2fnFrQ76DK
Frank Ocean,channel ORANGE,White,2024-06-25 0:34,2LMkwUfqC6S6s6qDVlEuzV
Frank Ocean,Swim Good,Swim Good,2024-06-25 0:03,3CgZCQyuyxHRMWB9BTwmni
George Gershwin,Rhapsody In Blue: Saint-Säens Ravel Gershwin,Rhapsody in Blue,2024-06-24 23:58,1cNe9kO8pZYoWgFNMzyrKN
Lofty,Lazy Sunday,Psilo,2024-06-24 18:22,7GTHVJKJmahreNz7QkQroz
kainbeats,Lazy Sunday,Quilted Dreams,2024-06-24 18:20,6ZJO1ZYbWbw0I3yZo2xMgc
Jean Sibelius,SIBELIUS: Piano Music Vol. 4,5 Pieces Op. 75 The Trees: No. 3 Aspen,2024-06-24 16:20,6MoY9dj27qBHzCCmcvYTIJ
Blagoje Bersa,Bersa: Complete Piano Works Vol. 1,Ballabile,2024-06-24 16:19,5FOHcVVCLe3e7hA1nP4bv9
Ludwig van Beethoven,BEETHOVEN: Chamber Music for Horns Winds and Strings,Wind Quintet in E-flat major Hess 19: III. Minuetto,2024-06-24 16:16,3PFrimUx7q5mL9wmx8hiJU
Ludwig van Beethoven,Beethoven: String Quartet Op. 130 / Grosse Fuge Op. 133,String Quartet No. 13 in B-flat major Op. 130: II. Presto,2024-06-24 16:07,2ZjhhB3kZP6Zufmjuv2TWC
Antonio Vivaldi,Vivaldi: Concertos for 2 Cellos,Cello Concerto in E minor RV 409: II. Allegro,2024-06-24 16:06,4sCgQZkwhYlB1a8ocpiWRr
E I S U,Lazy Sunday,Snowflakes,2024-06-24 4:45,449GhrIxX2XVMTiG2GIaWd
Mondo Loops,Lazy Sunday,Wandering Another World,2024-06-24 4:42,6I7G3swDWlPE1pwuLjUgEZ
No Spirit,Lazy Sunday,Desire,2024-06-24 4:39,1dNGTCMHimoPSJj9fPtN5D
Yasumu,Lazy Sunday,Untold Stories,2024-06-24 4:37,7Lfnj568oUBfiUUxcWHHDr
Glimlip,Lazy Sunday,Nostalgia,2024-06-24 4:35,75woM5iaekxNN9OGDXgd3z
Glimlip,Lazy Sunday,Floating Away,2024-06-24 4:32,1QBMc979Via10RvuzUTcPm
Otaam,Lazy Sunday,Vivid Memories,2024-06-24 4:30,3ZYQaBI0a7texfHYKUbyHP
Kupla,Lazy Sunday,Soft to Touch,2024-06-24 4:27,1WNWmxFe8ymT3TKAeTM55k
DLJ,Lazy Sunday,3:00 AM,2024-06-24 4:24,0UWklae5nAqRgKDIWpyWpe
mell-ø,Lazy Sunday,Nautilus,2024-06-24 4:22,2emP5oaNH6cwFsugIPqVau
G Mills,Lazy Sunday,Mmmm,2024-06-24 0:09,0r68RbnU5OgqDUgfMUgi18
Dr. Dundiff,Lazy Sunday,Pink Night Sky,2024-06-24 0:06,6wvTmiVuL2LegrUEP4CZX7
Thaehan,Lazy Sunday,Remorse,2024-06-24 0:04,1kX5n3eaTn5dUD4UhAqeN7
Blue Wednesday,Lazy Sunday,Don't Let Go,2024-06-24 0:02,4MgPAPoNsUpJrVhKf1dCxz
Casiio,Lazy Sunday,Stray,2024-06-24 0:00,0MaM0yE9EdQEJwDfs6EAZ9
tender spring,Lazy Sunday,Diet Cola,2024-06-23 23:57,5nCScIjCua6SYp4VKNjugD
Celestial Alignment,Lazy Sunday,Building a New Life,2024-06-23 23:54,3xuNzrasYXvVTf60xkEyxm
Monma,Lazy Sunday,Garnet,2024-06-23 23:52,7lXD8oOeNXBHz2OW3z5WAp
brillion.,Lazy Sunday,Kiptime,2024-06-23 23:49,7q8BGDL2I3yiPmLUsHYjQ3
Elior,Lazy Sunday,Cruisin',2024-06-23 23:47,2gliw3L0oa4w8LqaHploje
Jhove,Lazy Sunday,Over the Valley,2024-06-23 23:45,4b6YCIXExOQtSGe9tqkG9C
Aso,Lazy Sunday,Teakwood,2024-06-23 23:42,1xDb5IAjika9rIluPFYteg
allem iversom,Lazy Sunday,Habits,2024-06-23 23:40,4eE48TI8fkphzhbnQGym9t
hoogway,Lazy Sunday,Eternal Life,2024-06-23 23:38,5a7Uk4jb3n6fGu3cbOlNUR
Towerz,Lazy Sunday,Pillows,2024-06-23 23:35,5EXDnjs6NdCsEABGZPzGPy
Jhove,Lazy Sunday,It All,2024-06-23 23:33,6YAjZ5m3YOVfmBHwkx2WYj
Amy Turk,Fairy Fountain,Fairy Fountain,2024-06-22 4:12,1yvqnZc7RjuPyvvfblg9sv
Lucas Cooper,Zelda - A Storm of Songs,Great Fairy Fountain (From Ocarina of Time),2024-06-22 4:11,6J5tIxkpSLayW34h2cvodI
Henry Mancini,Mr. Lucky + Mr. Lucky Goes Latin,Lujon,2024-06-22 4:08,3hGgNSkBGcbdYTIcCa12pt
Satoshi Takebe,From Up On Poppy Hill Soundtrack,Reminiscence,2024-06-22 4:06,76cUb9qc2hTwV5MV5xpvnK
Lang Lang,Piano Book (Encore Edition),The Well-Tempered Clavier Book 1 BWV 846-869 / Prelude & Fugue in C Major BWV 846: I. Prelude,2024-06-22 3:59,1AU8s5RMGA6mzHsFn06Iaa
Nicholas Britell,If Beale Street Could Talk (Original Motion Picture Score),Agape,2024-06-22 3:56,2IvnDjlgH8yy70Nz99UdcJ
Frédéric Chopin,The Pianist (Original Motion Picture Soundtrack),Prélude in E Minor Op. 28 No. 4,2024-06-22 3:54,4TdplSGjf7izKmKe81pt6b
Joe Hisaishi,Laputa: Castle in the Sky Soundtrack -The Mystery of the Levitation Stone-,The Girl Who Fell From The Sky,2024-06-22 3:48,3uZBYoobTWc4bpxY0SqkK1
Takatsugu Muramatsu,WHEN MARNIE WAS THERE Soundtrack Music Collection,The Marsh House,2024-06-22 3:46,4YuIFX4L6rttK22R4mOpnC
달콤한꿈,감성이 뿜뿜!! 뉴에이지 베스트(#카페#피아노#봄#드라마#다방),꽃날 (황진이 OST),2024-06-22 3:44,2bh7CwpS8enLBMuk2p8pHG
Pianopassion,Piano Stories III: Inspiration and Enchantment,Swarm of Fish,2024-06-22 3:42,5I7CTEi8FIBCvSUrw5273y
Joe Hisaishi,Another Piano Stories ～The End of the World～,Ponyo on the Cliff by the Sea,2024-06-22 3:40,4F8yEnyAZOQHkgb3oW7xhu
Evan Call,VIOLET EVERGARDEN: Automemories,The Voice in My Heart,2024-06-22 3:37,2WUy2Uywcj5cP0IXQagO3z
Piero Piccioni,Amore Mio Aiutami (Original Motion Picture Soundtrack),Luna Amore e No,2024-06-22 3:35,1LlQI0PyVcf9iiDPbSLxFp
Joshua Kyan Aalampour,The Hidden Library,The Hidden Library,2024-06-22 3:34,6kRYAhxnUNHBRcucyW4a2W
Joe Hisaishi,Spirited Away Soundtrack,The Dragon Boy,2024-06-22 3:30,6JUWHRh6JW3qR56gCl218U
SYML,I Wanted to Leave,I Wanted to Leave,2024-06-22 3:27,61iGwqhbDwkXanVo5LwJyF
Yu-Peng Chen,Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack),A Sweet Smile,2024-06-22 3:22,7pI8KNXcE4jNeNjl0IJlfQ
Omori,Omori (Original Game Soundtrack) Pt.1,By Your Side.,2024-06-22 3:16,06r2yQOiQYB1Ra4KYEdskL
Justin Hurwitz,La La Land (Original Motion Picture Soundtrack),Planetarium,2024-06-22 3:10,70RecAVg5QudOXfJs64sM5
Camille Saint-Saëns,Saint-Saëns: Carnival of the Animals: The Swan,Carnival of the Animals: The Swan,2024-06-22 3:08,0DxTEuqiERU7W4Cfy6IeLa
Alejandro Vargas,Just Give Me One More Day,Just Give Me One More Day,2024-06-22 2:57,5SfbeNKfe2uAYjVQHJH4K3
Yu-Peng Chen,Genshin Impact - Vortex of Legends (Original Game Soundtrack),Moonlike Smile,2024-06-22 2:55,7jFNX9aTdcQfhIgUVE02hi
Alexandre Desplat,Fantastic Mr. Fox (Original Soundtrack),Mr. Fox in the Fields,2024-06-22 2:54,1Clu0gbMFEvJ3bdpgmlMvh
Ludwig Göransson,Oppenheimer (Original Motion Picture Soundtrack),Can You Hear the Music,2024-06-22 2:49,4VnDmjYCZkyeqeb0NIKqdA
Joshua Kyan Aalampour,Return to Versailles,Return to Versailles,2024-06-22 2:42,7fd0QQsJ0No8zkr0G6cplr
Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,Heartbroken Kiki,2024-06-22 2:41,6gS5iCA8sfIc3N0BsVLl2S
Kensuke Ushio,A Shape of Light A Silent Voice the Movie Original Soundtrack,lit,2024-06-22 2:40,1Py8JlSARcwJvXmQVbwH3W
Michael Giacchino,Inside Out (Original Motion Picture Soundtrack),Free Skating,2024-06-22 2:37,31uN5FqfJYubT9t7vqZRiE
Joep Beving,Trilogy,Beving: Ala,2024-06-22 2:35,1ZC21hJb2GASRkaoZvUcCS
Joe Hisaishi,Spirited Away Soundtrack,The Sixth Station,2024-06-22 2:31,0id1qkWX2s92QjBJcQZj8r
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Domestic Pressures,2024-06-22 2:28,0it18DX6dZGxLHNYz1EP0H
Emile Mosseri,Minari (Original Motion Picture Soundtrack),Jacob and the Stone,2024-06-22 2:24,2nltARCkZyrzjQANViDpuX
Ludovico Einaudi,Underwater,Wind Song,2024-06-22 2:21,48i1p3R9l9f7zjcHPJysZZ
Joe Hisaishi,メロディフォニー,One Summer's Day,2024-06-22 2:17,3gFQOMoUwlR6aUZj81gCzu
Justin Hurwitz,La La Land (Original Motion Picture Soundtrack),Engagement Party,2024-06-22 2:15,0zEpypbhNaiQU5tCpS1yY6
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),A Model of the Universe,2024-06-22 2:12,5ay0cvjtVAbMLOe8gTadFh
Joe Hisaishi,Princess Mononoke Soundtrack,Princess Mononoke Theme Song,2024-06-22 2:07,2WTQgltoGKfnLuUXlEi6Qq
FKJ,Ylang Ylang EP,Ylang Ylang,2024-06-22 2:03,6lAMnXLVCBPMXXWAK4lGSL
Justin Hurwitz,La La Land (Original Motion Picture Soundtrack),Mia & Sebastian’s Theme,2024-06-22 2:02,1Vk4yRsz0iBzDiZEoFMQyv
Yu-Peng Chen,Genshin Impact - Vortex of Legends (Original Game Soundtrack),Snow-Buried Tales,2024-06-22 2:00,70Wz1DhxhXDVa60T2UPUQh
Yu-Peng Chen,Genshin Impact - The Wind and the Star Traveler (Original Game Soundtrack),Lone Sojourner,2024-06-22 1:49,2vnMoSwZ4m5T2h5cEG19Tl
Patrick Watson,Better in the Shade,Ode to Vivian,2024-06-22 1:43,6EnRGxqDEEZEL8zwLDzFcW
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Epilogue,2024-06-22 1:39,47DeTufpEGrePu6TaVEuoN
Joe Hisaishi,Howl's Moving Castle Soundtrack,In the Rain,2024-06-22 1:37,54tyZ4LKFV0vQZIseBV0jA
Herb Alpert & The Tijuana Brass,Whipped Cream & Other Delights,Ladyfingers,2024-06-22 1:34,7ubd6wvhN4TKMwQUy6hR69
Joe Hisaishi,My Neighbor Totoro Soundtrack Collection,Evening Wind,2024-06-22 1:20,6XUwdnWi3iRQnm28w5WJe1
Michael Giacchino,Up (Original Motion Picture Soundtrack),Stuff We Did,2024-06-22 1:18,19blFYzqmPj7FtW7W4DFEl
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Camping,2024-06-22 1:17,5KNZME6ZAXNA4Ce6iOedU5
Invadable Harmony,Once Upon a Dream,Once Upon a Dream,2024-06-22 1:16,1m5quxLLbU42bqjgo33Y9j
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Chalkboard,2024-06-22 1:00,3S2wrXws8XL7bptIoOvZvs
Joe Hisaishi,Howl's Moving Castle Soundtrack,The Flower Garden,2024-06-22 0:52,6IZF8hi9J6EtFDLQqOlSbu
Yu-Peng Chen,Genshin Impact - The Shimmering Voyage (Original Game Soundtrack),Lovers' Oath,2024-06-22 0:50,0KOCCyZ2P4rBaPBtnS09i9
Gibran Alcocer,Idea 10,Idea 10,2024-06-22 0:47,1FCsK0oKWCtDOYRPYSrYgO
Michael Giacchino,The Incredibles (Original Motion Picture Soundtrack),Life's Incredible Again,2024-06-22 0:46,3M7GXKcmP9WzW8zoOeTSTJ
Yu-Peng Chen,Genshin Impact - City of Winds and Idylls (Original Game Soundtrack),Before Dawn at the Winery,2024-06-22 0:37,21ovsz7zVD2bbOivYshYDh
Justin Hurwitz,First Man (Original Motion Picture Soundtrack),Armstrong Cabin,2024-06-22 0:30,0UJEym12sdx3m5UlY2HYfp
Yu-Peng Chen,Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack),Winding River,2024-06-22 0:28,35SoEGEXsaNnfi8PsT8xEC
Lil Uzi Vert,Futsal Shuffle 2020,Futsal Shuffle 2020,2024-06-21 5:27,2Ec33AVlkTTq8BHFgBTdQs
JPEGMAFIA,EP!,BALD!,2024-06-21 5:09,3djWekEDgbhAtkXGdFNbFt
FrankJavCee,SimpsonWave1995 Slowed + Reverbed,SimpsonWave1995 - Slowed + Reverbed,2024-06-21 5:05,0qqRNnwh86N1XBV94GVgQN
Icona Pop,This Is... Icona Pop,I Love It (feat. Charli XCX),2024-06-21 4:57,6HZ9VeI5IRFCNQLXhpF4bq
Charli XCX,BRAT,Talk talk,2024-06-21 4:54,62fqMvguJbsSs9HKhhRfuS
Charli XCX,BRAT,I might say something stupid,2024-06-21 4:52,0PFZCt7UNmpas24HejQGu8
Charli XCX,BRAT,Club classics,2024-06-21 4:49,0CySZwyRJ0vyUqtSjM9i2k
Charli XCX,BRAT,Sympathy is a knife,2024-06-21 4:49,5c9tBmJKbTdn1vhzXHeAwW
Charli XCX,BRAT,360,2024-06-21 4:45,4w2GLmK2wnioVnb5CPQeex
NewJeans,NewJeans 2nd EP 'Get Up',Get Up,2024-06-21 4:44,38tXZcL1gZRfbqfOG0VMTH
Ludwig van Beethoven,Beethoven: The Piano Sonatas,Piano Sonata No. 14 in C-Sharp Minor Op. 27 No. 2 - Moonlight: I. Adagio Sostenuto,2024-06-20 21:23,45NMN9NILQnHzMYGQIjUck
Georges Bizet,Bizet: Carmen & L'Arlésienne Suites,Carmen Suite No. 1 (Arr. E. Guiraud): IV. Séguedille,2024-06-20 21:18,6IuHbYWV49tArCbHBgMHl7
Robert Schumann,Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,Kinderszenen Op. 15: 7. Träumerei,2024-06-20 21:16,2Imxyb3LiuXsDFo7Gq5YDs
Camille Saint-Saëns,Prokofiev: Peter and the Wolf - Saint-Saëns: Carnival of the Animals,Carnival of the Animals R. 125: XIII. The Swan,2024-06-20 21:13,0jOnZhF75V68VsBObWx2XO
Léo Delibes,Delibes: Best Of French Ballet,Le Roi s'Amuse: Pavane,2024-06-20 21:11,6h7ixSEuRKEDgyRe1EzFKi
